Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall valgtingstemmer totalt;Antall stemmer parti
03;Oslo;0301;Oslo;0102;Tøyen skole;DEMN;Demokratene;0,28369;5614;1420;4
03;Oslo;0301;Oslo;0102;Tøyen skole;FNB;Folkeaksjonen Nei til mer bompenger;0,21277;5614;1420;3
03;Oslo;0301;Oslo;0102;Tøyen skole;HELSE;Helsepartiet;0,14184;5614;1420;2
03;Oslo;0301;Oslo;0102;Tøyen skole;INP;Industri- og Næringspartiet;0,07092;5614;1420;1
03;Oslo;0301;Oslo;0102;Tøyen skole;KRISTNE;Partiet De Kristne;0,07092;5614;1420;1
03;Oslo;0301;Oslo;0102;Tøyen skole;KYST;Kystpartiet;0,07092;5614;1420;1
03;Oslo;0301;Oslo;0102;Tøyen skole;LIBS;Liberalistene;0,42553;5614;1420;6
03;Oslo;0301;Oslo;0102;Tøyen skole;NKP;Norges Kommunistiske Parti;0,0;5614;1420;0
03;Oslo;0301;Oslo;0102;Tøyen skole;PIR;Piratpartiet;0,35461;5614;1420;5
03;Oslo;0301;Oslo;0102;Tøyen skole;PP;Pensjonistpartiet;0,07092;5614;1420;1
03;Oslo;0301;Oslo;0102;Tøyen skole;PS;Partiet Sentrum;0,28369;5614;1420;4
03;Oslo;0301;Oslo;0102;Tøyen skole;BLANKE;Blanke;0,70922;5614;1420;10
03;Oslo;0301;Oslo;0102;Tøyen skole;FI;Feministisk Initiativ;0,07092;5614;1420;1
03;Oslo;0301;Oslo;0102;Tøyen skole;Andre;Andre;2,05674;5614;1420;29
03;Oslo;0301;Oslo;0102;Tøyen skole;Andre2;Andre2;0,0;5614;1420;0
03;Oslo;0301;Oslo;0103;Kampen skole;A;Arbeiderpartiet;22,70715;3787;1593;359
03;Oslo;0301;Oslo;0103;Kampen skole;SV;SV - Sosialistisk Venstreparti;21,69513;3787;1593;343
03;Oslo;0301;Oslo;0103;Kampen skole;RØDT;Rødt;14,61101;3787;1593;231
03;Oslo;0301;Oslo;0103;Kampen skole;SP;Senterpartiet;2,65655;3787;1593;42
03;Oslo;0301;Oslo;0103;Kampen skole;KRF;Kristelig Folkeparti;1,45478;3787;1593;23
03;Oslo;0301;Oslo;0103;Kampen skole;MDG;Miljøpartiet De Grønne;11,19545;3787;1593;177
03;Oslo;0301;Oslo;0103;Kampen skole;V;Venstre;10,37318;3787;1593;164
03;Oslo;0301;Oslo;0103;Kampen skole;H;Høyre;9,55092;3787;1593;151
03;Oslo;0301;Oslo;0103;Kampen skole;FRP;Fremskrittspartiet;4,23782;3787;1593;67
03;Oslo;0301;Oslo;0103;Kampen skole;AAN;Alliansen - Alternativ for Norge;0,06325;3787;1593;1
03;Oslo;0301;Oslo;0103;Kampen skole;DEMN;Demokratene;0,253;3787;1593;4
03;Oslo;0301;Oslo;0103;Kampen skole;FNB;Folkeaksjonen Nei til mer bompenger;0,18975;3787;1593;3
03;Oslo;0301;Oslo;0103;Kampen skole;HELSE;Helsepartiet;0,06325;3787;1593;1
03;Oslo;0301;Oslo;0103;Kampen skole;INP;Industri- og Næringspartiet;0,0;3787;1593;0
03;Oslo;0301;Oslo;0103;Kampen skole;KRISTNE;Partiet De Kristne;0,06325;3787;1593;1
03;Oslo;0301;Oslo;0103;Kampen skole;KYST;Kystpartiet;0,0;3787;1593;0
03;Oslo;0301;Oslo;0103;Kampen skole;LIBS;Liberalistene;0,18975;3787;1593;3
03;Oslo;0301;Oslo;0103;Kampen skole;NKP;Norges Kommunistiske Parti;0,0;3787;1593;0
03;Oslo;0301;Oslo;0103;Kampen skole;PIR;Piratpartiet;0,18975;3787;1593;3
03;Oslo;0301;Oslo;0103;Kampen skole;PP;Pensjonistpartiet;0,31626;3787;1593;5
03;Oslo;0301;Oslo;0103;Kampen skole;PS;Partiet Sentrum;0,1265;3787;1593;2
03;Oslo;0301;Oslo;0103;Kampen skole;BLANKE;Blanke;0,75901;3787;1593;12
03;Oslo;0301;Oslo;0103;Kampen skole;FI;Feministisk Initiativ;0,06325;3787;1593;1
03;Oslo;0301;Oslo;0103;Kampen skole;Andre;Andre;1,51803;3787;1593;24
03;Oslo;0301;Oslo;0103;Kampen skole;Andre2;Andre2;0,0;3787;1593;0
03;Oslo;0301;Oslo;0104;Gamlebyen skole;A;Arbeiderpartiet;19,86653;9546;1960;387
03;Oslo;0301;Oslo;0104;Gamlebyen skole;SV;SV - Sosialistisk Venstreparti;15,24641;9546;1960;297
03;Oslo;0301;Oslo;0104;Gamlebyen skole;RØDT;Rødt;13,86037;9546;1960;270
03;Oslo;0301;Oslo;0104;Gamlebyen skole;SP;Senterpartiet;2,72074;9546;1960;53
03;Oslo;0301;Oslo;0104;Gamlebyen skole;KRF;Kristelig Folkeparti;0,97536;9546;1960;19
03;Oslo;0301;Oslo;0104;Gamlebyen skole;MDG;Miljøpartiet De Grønne;11,0883;9546;1960;216
03;Oslo;0301;Oslo;0104;Gamlebyen skole;V;Venstre;11,85832;9546;1960;231
03;Oslo;0301;Oslo;0104;Gamlebyen skole;H;Høyre;17,81314;9546;1960;347
03;Oslo;0301;Oslo;0104;Gamlebyen skole;FRP;Fremskrittspartiet;4,56879;9546;1960;89
03;Oslo;0301;Oslo;0104;Gamlebyen skole;AAN;Alliansen - Alternativ for Norge;0,05133;9546;1960;1
03;Oslo;0301;Oslo;0104;Gamlebyen skole;DEMN;Demokratene;0,41068;9546;1960;8
03;Oslo;0301;Oslo;0104;Gamlebyen skole;FNB;Folkeaksjonen Nei til mer bompenger;0,30801;9546;1960;6
03;Oslo;0301;Oslo;0104;Gamlebyen skole;HELSE;Helsepartiet;0,05133;9546;1960;1
03;Oslo;0301;Oslo;0104;Gamlebyen skole;INP;Industri- og Næringspartiet;0,05133;9546;1960;1
03;Oslo;0301;Oslo;0104;Gamlebyen skole;KRISTNE;Partiet De Kristne;0,20534;9546;1960;4
03;Oslo;0301;Oslo;0104;Gamlebyen skole;KYST;Kystpartiet;0,0;9546;1960;0
03;Oslo;0301;Oslo;0104;Gamlebyen skole;LIBS;Liberalistene;0,35934;9546;1960;7
03;Oslo;0301;Oslo;0104;Gamlebyen skole;NKP;Norges Kommunistiske Parti;0,0;9546;1960;0
03;Oslo;0301;Oslo;0104;Gamlebyen skole;PIR;Piratpartiet;0,10267;9546;1960;2
03;Oslo;0301;Oslo;0104;Gamlebyen skole;PP;Pensjonistpartiet;0,05133;9546;1960;1
03;Oslo;0301;Oslo;0104;Gamlebyen skole;PS;Partiet Sentrum;0,25667;9546;1960;5
03;Oslo;0301;Oslo;0104;Gamlebyen skole;BLANKE;Blanke;0,61602;9546;1960;12
03;Oslo;0301;Oslo;0104;Gamlebyen skole;FI;Feministisk Initiativ;0,154;9546;1960;3
03;Oslo;0301;Oslo;0104;Gamlebyen skole;Andre;Andre;2,00205;9546;1960;39
03;Oslo;0301;Oslo;0104;Gamlebyen skole;Andre2;Andre2;0,0;9546;1960;0
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;A;Arbeiderpartiet;27,63441;6950;1870;514
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;SV;SV - Sosialistisk Venstreparti;14,73118;6950;1870;274
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;RØDT;Rødt;13,01075;6950;1870;242
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;SP;Senterpartiet;4,78495;6950;1870;89
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;KRF;Kristelig Folkeparti;1,07527;6950;1870;20
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;MDG;Miljøpartiet De Grønne;7,7957;6950;1870;145
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;V;Venstre;7,7957;6950;1870;145
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;H;Høyre;15,10753;6950;1870;281
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;FRP;Fremskrittspartiet;5,53763;6950;1870;103
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;AAN;Alliansen - Alternativ for Norge;0,0;6950;1870;0
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;DEMN;Demokratene;0,53763;6950;1870;10
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;FNB;Folkeaksjonen Nei til mer bompenger;0,32258;6950;1870;6
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;HELSE;Helsepartiet;0,16129;6950;1870;3
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;INP;Industri- og Næringspartiet;0,0;6950;1870;0
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;KRISTNE;Partiet De Kristne;0,16129;6950;1870;3
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;KYST;Kystpartiet;0,0;6950;1870;0
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;LIBS;Liberalistene;0,16129;6950;1870;3
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;NKP;Norges Kommunistiske Parti;0,0;6950;1870;0
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;PIR;Piratpartiet;0,16129;6950;1870;3
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;PP;Pensjonistpartiet;0,53763;6950;1870;10
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;PS;Partiet Sentrum;0,43011;6950;1870;8
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;BLANKE;Blanke;0,53763;6950;1870;10
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;FI;Feministisk Initiativ;0,05376;6950;1870;1
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;Andre;Andre;2,52688;6950;1870;47
03;Oslo;0301;Oslo;0105;Etterstad videregående skole;Andre2;Andre2;0,0;6950;1870;0
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;A;Arbeiderpartiet;27,78865;11002;2057;568
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;SV;SV - Sosialistisk Venstreparti;13,06262;11002;2057;267
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;RØDT;Rødt;9,93151;11002;2057;203
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;SP;Senterpartiet;2,59295;11002;2057;53
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;KRF;Kristelig Folkeparti;1,32094;11002;2057;27
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;MDG;Miljøpartiet De Grønne;8,36595;11002;2057;171
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;V;Venstre;11,39922;11002;2057;233
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;H;Høyre;17,71037;11002;2057;362
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;FRP;Fremskrittspartiet;5,3816;11002;2057;110
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;AAN;Alliansen - Alternativ for Norge;0,04892;11002;2057;1
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;DEMN;Demokratene;0,68493;11002;2057;14
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;FNB;Folkeaksjonen Nei til mer bompenger;0,58708;11002;2057;12
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;HELSE;Helsepartiet;0,19569;11002;2057;4
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;INP;Industri- og Næringspartiet;0,09785;11002;2057;2
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;KRISTNE;Partiet De Kristne;0,04892;11002;2057;1
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;KYST;Kystpartiet;0,0;11002;2057;0
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;LIBS;Liberalistene;0,34247;11002;2057;7
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;NKP;Norges Kommunistiske Parti;0,0;11002;2057;0
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;PIR;Piratpartiet;0,09785;11002;2057;2
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;PP;Pensjonistpartiet;0,14677;11002;2057;3
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;PS;Partiet Sentrum;0,19569;11002;2057;4
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;BLANKE;Blanke;0,63601;11002;2057;13
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;FI;Feministisk Initiativ;0,0;11002;2057;0
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;Andre;Andre;2,44618;11002;2057;50
03;Oslo;0301;Oslo;0106;Fyrstikkalleen skole;Andre2;Andre2;0,0;11002;2057;0
03;Oslo;0301;Oslo;1001;Rødtvet skole;A;Arbeiderpartiet;36,51987;3155;938;340
03;Oslo;0301;Oslo;1001;Rødtvet skole;SV;SV - Sosialistisk Venstreparti;9,4522;3155;938;88
03;Oslo;0301;Oslo;1001;Rødtvet skole;RØDT;Rødt;10,52632;3155;938;98
03;Oslo;0301;Oslo;1001;Rødtvet skole;SP;Senterpartiet;5,37057;3155;938;50
03;Oslo;0301;Oslo;1001;Rødtvet skole;KRF;Kristelig Folkeparti;1,39635;3155;938;13
03;Oslo;0301;Oslo;1001;Rødtvet skole;MDG;Miljøpartiet De Grønne;4,61869;3155;938;43
03;Oslo;0301;Oslo;1001;Rødtvet skole;V;Venstre;4,51128;3155;938;42
03;Oslo;0301;Oslo;1001;Rødtvet skole;H;Høyre;15,46724;3155;938;144
03;Oslo;0301;Oslo;1001;Rødtvet skole;FRP;Fremskrittspartiet;8,80773;3155;938;82
03;Oslo;0301;Oslo;1001;Rødtvet skole;AAN;Alliansen - Alternativ for Norge;0,32223;3155;938;3
03;Oslo;0301;Oslo;1001;Rødtvet skole;DEMN;Demokratene;0,42965;3155;938;4
03;Oslo;0301;Oslo;1001;Rødtvet skole;FNB;Folkeaksjonen Nei til mer bompenger;0,85929;3155;938;8
03;Oslo;0301;Oslo;1001;Rødtvet skole;HELSE;Helsepartiet;0,0;3155;938;0
03;Oslo;0301;Oslo;1001;Rødtvet skole;INP;Industri- og Næringspartiet;0,10741;3155;938;1
03;Oslo;0301;Oslo;1001;Rødtvet skole;KRISTNE;Partiet De Kristne;0,21482;3155;938;2
03;Oslo;0301;Oslo;1001;Rødtvet skole;KYST;Kystpartiet;0,21482;3155;938;2
03;Oslo;0301;Oslo;1001;Rødtvet skole;LIBS;Liberalistene;0,10741;3155;938;1
03;Oslo;0301;Oslo;1001;Rødtvet skole;NKP;Norges Kommunistiske Parti;0,0;3155;938;0
03;Oslo;0301;Oslo;1001;Rødtvet skole;PIR;Piratpartiet;0,32223;3155;938;3
03;Oslo;0301;Oslo;1001;Rødtvet skole;PP;Pensjonistpartiet;0,32223;3155;938;3
03;Oslo;0301;Oslo;1001;Rødtvet skole;PS;Partiet Sentrum;0,32223;3155;938;3
03;Oslo;0301;Oslo;1001;Rødtvet skole;BLANKE;Blanke;0,75188;3155;938;7
03;Oslo;0301;Oslo;1001;Rødtvet skole;FI;Feministisk Initiativ;0,10741;3155;938;1
03;Oslo;0301;Oslo;1001;Rødtvet skole;Andre;Andre;3,32975;3155;938;31
03;Oslo;0301;Oslo;1001;Rødtvet skole;Andre2;Andre2;0,0;3155;938;0
03;Oslo;0301;Oslo;1002;Nordtvet skole;A;Arbeiderpartiet;37,01025;4967;1675;614
03;Oslo;0301;Oslo;1002;Nordtvet skole;SV;SV - Sosialistisk Venstreparti;13,01989;4967;1675;216
03;Oslo;0301;Oslo;1002;Nordtvet skole;RØDT;Rødt;9,40325;4967;1675;156
03;Oslo;0301;Oslo;1002;Nordtvet skole;SP;Senterpartiet;6,81133;4967;1675;113
03;Oslo;0301;Oslo;1002;Nordtvet skole;KRF;Kristelig Folkeparti;1,80832;4967;1675;30
03;Oslo;0301;Oslo;1002;Nordtvet skole;MDG;Miljøpartiet De Grønne;3,31525;4967;1675;55
03;Oslo;0301;Oslo;1002;Nordtvet skole;V;Venstre;4,09885;4967;1675;68
03;Oslo;0301;Oslo;1002;Nordtvet skole;H;Høyre;11,51296;4967;1675;191
03;Oslo;0301;Oslo;1002;Nordtvet skole;FRP;Fremskrittspartiet;9,22242;4967;1675;153
03;Oslo;0301;Oslo;1002;Nordtvet skole;AAN;Alliansen - Alternativ for Norge;0,18083;4967;1675;3
03;Oslo;0301;Oslo;1002;Nordtvet skole;DEMN;Demokratene;0,7836;4967;1675;13
03;Oslo;0301;Oslo;1002;Nordtvet skole;FNB;Folkeaksjonen Nei til mer bompenger;0,48222;4967;1675;8
03;Oslo;0301;Oslo;1002;Nordtvet skole;HELSE;Helsepartiet;0,30139;4967;1675;5
03;Oslo;0301;Oslo;1002;Nordtvet skole;INP;Industri- og Næringspartiet;0,18083;4967;1675;3
03;Oslo;0301;Oslo;1002;Nordtvet skole;KRISTNE;Partiet De Kristne;0,36166;4967;1675;6
03;Oslo;0301;Oslo;1002;Nordtvet skole;KYST;Kystpartiet;0,06028;4967;1675;1
03;Oslo;0301;Oslo;1002;Nordtvet skole;LIBS;Liberalistene;0,12055;4967;1675;2
03;Oslo;0301;Oslo;1002;Nordtvet skole;NKP;Norges Kommunistiske Parti;0,18083;4967;1675;3
03;Oslo;0301;Oslo;1002;Nordtvet skole;PIR;Piratpartiet;0,12055;4967;1675;2
03;Oslo;0301;Oslo;1002;Nordtvet skole;PP;Pensjonistpartiet;0,60277;4967;1675;10
03;Oslo;0301;Oslo;1002;Nordtvet skole;PS;Partiet Sentrum;0,42194;4967;1675;7
03;Oslo;0301;Oslo;1002;Nordtvet skole;BLANKE;Blanke;0,96444;4967;1675;16
03;Oslo;0301;Oslo;1002;Nordtvet skole;FI;Feministisk Initiativ;0,0;4967;1675;0
03;Oslo;0301;Oslo;1002;Nordtvet skole;Andre;Andre;3,79747;4967;1675;63
03;Oslo;0301;Oslo;1002;Nordtvet skole;Andre2;Andre2;0,0;4967;1675;0
03;Oslo;0301;Oslo;1003;Ammerud skole;A;Arbeiderpartiet;36,55984;6237;1544;559
03;Oslo;0301;Oslo;1003;Ammerud skole;SV;SV - Sosialistisk Venstreparti;13,79987;6237;1544;211
03;Oslo;0301;Oslo;1003;Ammerud skole;RØDT;Rødt;13,27665;6237;1544;203
03;Oslo;0301;Oslo;1003;Ammerud skole;SP;Senterpartiet;5,03597;6237;1544;77
03;Oslo;0301;Oslo;1003;Ammerud skole;KRF;Kristelig Folkeparti;2,09287;6237;1544;32
03;Oslo;0301;Oslo;1003;Ammerud skole;MDG;Miljøpartiet De Grønne;4,83976;6237;1544;74
03;Oslo;0301;Oslo;1003;Ammerud skole;V;Venstre;3,0739;6237;1544;47
03;Oslo;0301;Oslo;1003;Ammerud skole;H;Høyre;11,11838;6237;1544;170
03;Oslo;0301;Oslo;1003;Ammerud skole;FRP;Fremskrittspartiet;6,86723;6237;1544;105
03;Oslo;0301;Oslo;1003;Ammerud skole;AAN;Alliansen - Alternativ for Norge;0,0654;6237;1544;1
03;Oslo;0301;Oslo;1003;Ammerud skole;DEMN;Demokratene;0,65402;6237;1544;10
03;Oslo;0301;Oslo;1003;Ammerud skole;FNB;Folkeaksjonen Nei til mer bompenger;0,65402;6237;1544;10
03;Oslo;0301;Oslo;1003;Ammerud skole;HELSE;Helsepartiet;0,39241;6237;1544;6
03;Oslo;0301;Oslo;1003;Ammerud skole;INP;Industri- og Næringspartiet;0,0654;6237;1544;1
03;Oslo;0301;Oslo;1003;Ammerud skole;KRISTNE;Partiet De Kristne;0,1308;6237;1544;2
03;Oslo;0301;Oslo;1003;Ammerud skole;KYST;Kystpartiet;0,0654;6237;1544;1
03;Oslo;0301;Oslo;1003;Ammerud skole;LIBS;Liberalistene;0,0654;6237;1544;1
03;Oslo;0301;Oslo;1003;Ammerud skole;NKP;Norges Kommunistiske Parti;0,0;6237;1544;0
03;Oslo;0301;Oslo;1003;Ammerud skole;PIR;Piratpartiet;0,19621;6237;1544;3
03;Oslo;0301;Oslo;1003;Ammerud skole;PP;Pensjonistpartiet;0,26161;6237;1544;4
03;Oslo;0301;Oslo;1003;Ammerud skole;PS;Partiet Sentrum;0,71942;6237;1544;11
03;Oslo;0301;Oslo;1003;Ammerud skole;BLANKE;Blanke;0,98103;6237;1544;15
03;Oslo;0301;Oslo;1003;Ammerud skole;FI;Feministisk Initiativ;0,0654;6237;1544;1
03;Oslo;0301;Oslo;1003;Ammerud skole;Andre;Andre;3,33551;6237;1544;51
03;Oslo;0301;Oslo;1003;Ammerud skole;Andre2;Andre2;0,0;6237;1544;0
03;Oslo;0301;Oslo;1004;Tiurleiken skole;A;Arbeiderpartiet;34,2155;4680;1066;362
03;Oslo;0301;Oslo;1004;Tiurleiken skole;SV;SV - Sosialistisk Venstreparti;12,57089;4680;1066;133
03;Oslo;0301;Oslo;1004;Tiurleiken skole;RØDT;Rødt;14,55577;4680;1066;154
03;Oslo;0301;Oslo;1004;Tiurleiken skole;SP;Senterpartiet;6,99433;4680;1066;74
03;Oslo;0301;Oslo;1004;Tiurleiken skole;KRF;Kristelig Folkeparti;3,02457;4680;1066;32
03;Oslo;0301;Oslo;1004;Tiurleiken skole;MDG;Miljøpartiet De Grønne;3,02457;4680;1066;32
03;Oslo;0301;Oslo;1004;Tiurleiken skole;V;Venstre;3,11909;4680;1066;33
03;Oslo;0301;Oslo;1004;Tiurleiken skole;H;Høyre;7,3724;4680;1066;78
03;Oslo;0301;Oslo;1004;Tiurleiken skole;FRP;Fremskrittspartiet;8,88469;4680;1066;94
03;Oslo;0301;Oslo;1004;Tiurleiken skole;AAN;Alliansen - Alternativ for Norge;0,18904;4680;1066;2
03;Oslo;0301;Oslo;1004;Tiurleiken skole;DEMN;Demokratene;1,0397;4680;1066;11
03;Oslo;0301;Oslo;1004;Tiurleiken skole;FNB;Folkeaksjonen Nei til mer bompenger;0,66163;4680;1066;7
03;Oslo;0301;Oslo;1004;Tiurleiken skole;HELSE;Helsepartiet;0,28355;4680;1066;3
03;Oslo;0301;Oslo;1004;Tiurleiken skole;INP;Industri- og Næringspartiet;0,0;4680;1066;0
03;Oslo;0301;Oslo;1004;Tiurleiken skole;KRISTNE;Partiet De Kristne;0,47259;4680;1066;5
03;Oslo;0301;Oslo;1004;Tiurleiken skole;KYST;Kystpartiet;0,28355;4680;1066;3
03;Oslo;0301;Oslo;1004;Tiurleiken skole;LIBS;Liberalistene;0,56711;4680;1066;6
03;Oslo;0301;Oslo;1004;Tiurleiken skole;NKP;Norges Kommunistiske Parti;0,0;4680;1066;0
03;Oslo;0301;Oslo;1004;Tiurleiken skole;PIR;Piratpartiet;0,37807;4680;1066;4
03;Oslo;0301;Oslo;1004;Tiurleiken skole;PP;Pensjonistpartiet;1,51229;4680;1066;16
03;Oslo;0301;Oslo;1004;Tiurleiken skole;PS;Partiet Sentrum;0,66163;4680;1066;7
03;Oslo;0301;Oslo;1004;Tiurleiken skole;BLANKE;Blanke;0,75614;4680;1066;8
03;Oslo;0301;Oslo;1004;Tiurleiken skole;FI;Feministisk Initiativ;0,18904;4680;1066;2
03;Oslo;0301;Oslo;1004;Tiurleiken skole;Andre;Andre;6,23819;4680;1066;66
03;Oslo;0301;Oslo;1004;Tiurleiken skole;Andre2;Andre2;0,0;4680;1066;0
03;Oslo;0301;Oslo;1101;Tokerud skole;A;Arbeiderpartiet;35,62842;4914;917;326
03;Oslo;0301;Oslo;1101;Tokerud skole;SV;SV - Sosialistisk Venstreparti;17,04918;4914;917;156
03;Oslo;0301;Oslo;1101;Tokerud skole;RØDT;Rødt;11,80328;4914;917;108
03;Oslo;0301;Oslo;1101;Tokerud skole;SP;Senterpartiet;5,46448;4914;917;50
03;Oslo;0301;Oslo;1101;Tokerud skole;KRF;Kristelig Folkeparti;2,0765;4914;917;19
03;Oslo;0301;Oslo;1101;Tokerud skole;MDG;Miljøpartiet De Grønne;1,53005;4914;917;14
