Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall valgtingstemmer totalt;Antall stemmer parti
03;Oslo;0301;Oslo;1001;Rødtvet skole;H;Høyre;9,62162;2715;937;89
03;Oslo;0301;Oslo;1001;Rødtvet skole;FRP;Fremskrittspartiet;11,67568;2715;937;108
03;Oslo;0301;Oslo;1001;Rødtvet skole;DEMN;Norgesdemokratene;0,54054;2715;937;5
03;Oslo;0301;Oslo;1001;Rødtvet skole;DNI;Partiet DNI;0,0;2715;937;0
03;Oslo;0301;Oslo;1001;Rødtvet skole;ENSOM;Ensomhetspartiet;0,10811;2715;937;1
03;Oslo;0301;Oslo;1001;Rødtvet skole;FRED;Fred og Rettferdighet (FOR);1,08108;2715;937;10
03;Oslo;0301;Oslo;1001;Rødtvet skole;GENP;Generasjonspartiet;0,10811;2715;937;1
03;Oslo;0301;Oslo;1001;Rødtvet skole;HELSE;Velferd og Innovasjonspartiet;0,10811;2715;937;1
03;Oslo;0301;Oslo;1001;Rødtvet skole;INP;Industri- og Næringspartiet;0,10811;2715;937;1
03;Oslo;0301;Oslo;1001;Rødtvet skole;KRISTNE;Konservativt;0,21622;2715;937;2
03;Oslo;0301;Oslo;1001;Rødtvet skole;PP;Pensjonistpartiet;0,86486;2715;937;8
03;Oslo;0301;Oslo;1001;Rødtvet skole;PS;Partiet Sentrum;0,75676;2715;937;7
03;Oslo;0301;Oslo;1001;Rødtvet skole;RUS;Redd Ullevål sykehus;0,97297;2715;937;9
03;Oslo;0301;Oslo;1001;Rødtvet skole;Andre;Andre;4,86486;2715;937;45
03;Oslo;0301;Oslo;1001;Rødtvet skole;Andre2;Andre2;0,0;2715;937;0
03;Oslo;0301;Oslo;1002;Nordtvet skole;A;Arbeiderpartiet;36,85694;5162;1432;523
03;Oslo;0301;Oslo;1002;Nordtvet skole;SV;SV - Sosialistisk Venstreparti;15,57435;5162;1432;221
03;Oslo;0301;Oslo;1002;Nordtvet skole;RØDT;Rødt;9,79563;5162;1432;139
03;Oslo;0301;Oslo;1002;Nordtvet skole;SP;Senterpartiet;1,12755;5162;1432;16
03;Oslo;0301;Oslo;1002;Nordtvet skole;KRF;Kristelig Folkeparti;2,32558;5162;1432;33
03;Oslo;0301;Oslo;1002;Nordtvet skole;MDG;Miljøpartiet De Grønne;5,21494;5162;1432;74
03;Oslo;0301;Oslo;1002;Nordtvet skole;V;Venstre;2,95983;5162;1432;42
03;Oslo;0301;Oslo;1002;Nordtvet skole;H;Høyre;8,73855;5162;1432;124
03;Oslo;0301;Oslo;1002;Nordtvet skole;FRP;Fremskrittspartiet;13,31924;5162;1432;189
03;Oslo;0301;Oslo;1002;Nordtvet skole;DEMN;Norgesdemokratene;1,12755;5162;1432;16
03;Oslo;0301;Oslo;1002;Nordtvet skole;DNI;Partiet DNI;0,21142;5162;1432;3
03;Oslo;0301;Oslo;1002;Nordtvet skole;ENSOM;Ensomhetspartiet;0,14094;5162;1432;2
03;Oslo;0301;Oslo;1002;Nordtvet skole;FRED;Fred og Rettferdighet (FOR);0,42283;5162;1432;6
03;Oslo;0301;Oslo;1002;Nordtvet skole;GENP;Generasjonspartiet;0,42283;5162;1432;6
03;Oslo;0301;Oslo;1002;Nordtvet skole;HELSE;Velferd og Innovasjonspartiet;0,0;5162;1432;0
03;Oslo;0301;Oslo;1002;Nordtvet skole;INP;Industri- og Næringspartiet;0,42283;5162;1432;6
03;Oslo;0301;Oslo;1002;Nordtvet skole;KRISTNE;Konservativt;0,14094;5162;1432;2
03;Oslo;0301;Oslo;1002;Nordtvet skole;PP;Pensjonistpartiet;0,56378;5162;1432;8
03;Oslo;0301;Oslo;1002;Nordtvet skole;PS;Partiet Sentrum;0,42283;5162;1432;6
03;Oslo;0301;Oslo;1002;Nordtvet skole;RUS;Redd Ullevål sykehus;0,21142;5162;1432;3
03;Oslo;0301;Oslo;1002;Nordtvet skole;Andre;Andre;4,08739;5162;1432;58
03;Oslo;0301;Oslo;1002;Nordtvet skole;Andre2;Andre2;0,0;5162;1432;0
03;Oslo;0301;Oslo;1003;Ammerud skole;A;Arbeiderpartiet;36,73732;6646;1565;572
03;Oslo;0301;Oslo;1003;Ammerud skole;SV;SV - Sosialistisk Venstreparti;19,52473;6646;1565;304
03;Oslo;0301;Oslo;1003;Ammerud skole;RØDT;Rødt;10,66153;6646;1565;166
03;Oslo;0301;Oslo;1003;Ammerud skole;SP;Senterpartiet;0,89917;6646;1565;14
03;Oslo;0301;Oslo;1003;Ammerud skole;KRF;Kristelig Folkeparti;2,05523;6646;1565;32
03;Oslo;0301;Oslo;1003;Ammerud skole;MDG;Miljøpartiet De Grønne;8,67052;6646;1565;135
03;Oslo;0301;Oslo;1003;Ammerud skole;V;Venstre;2,50482;6646;1565;39
03;Oslo;0301;Oslo;1003;Ammerud skole;H;Høyre;7,6429;6646;1565;119
03;Oslo;0301;Oslo;1003;Ammerud skole;FRP;Fremskrittspartiet;6,48683;6646;1565;101
03;Oslo;0301;Oslo;1003;Ammerud skole;DEMN;Norgesdemokratene;0,70649;6646;1565;11
03;Oslo;0301;Oslo;1003;Ammerud skole;DNI;Partiet DNI;0,0;6646;1565;0
03;Oslo;0301;Oslo;1003;Ammerud skole;ENSOM;Ensomhetspartiet;0,19268;6646;1565;3
03;Oslo;0301;Oslo;1003;Ammerud skole;FRED;Fred og Rettferdighet (FOR);1,15607;6646;1565;18
03;Oslo;0301;Oslo;1003;Ammerud skole;GENP;Generasjonspartiet;0,19268;6646;1565;3
03;Oslo;0301;Oslo;1003;Ammerud skole;HELSE;Velferd og Innovasjonspartiet;0,19268;6646;1565;3
03;Oslo;0301;Oslo;1003;Ammerud skole;INP;Industri- og Næringspartiet;0,38536;6646;1565;6
03;Oslo;0301;Oslo;1003;Ammerud skole;KRISTNE;Konservativt;0,2569;6646;1565;4
03;Oslo;0301;Oslo;1003;Ammerud skole;PP;Pensjonistpartiet;0,83494;6646;1565;13
03;Oslo;0301;Oslo;1003;Ammerud skole;PS;Partiet Sentrum;0,77071;6646;1565;12
03;Oslo;0301;Oslo;1003;Ammerud skole;RUS;Redd Ullevål sykehus;0,12845;6646;1565;2
03;Oslo;0301;Oslo;1003;Ammerud skole;Andre;Andre;4,81696;6646;1565;75
03;Oslo;0301;Oslo;1003;Ammerud skole;Andre2;Andre2;0,0;6646;1565;0
03;Oslo;0301;Oslo;1004;Tiurleiken skole;A;Arbeiderpartiet;32,20513;4820;988;314
03;Oslo;0301;Oslo;1004;Tiurleiken skole;SV;SV - Sosialistisk Venstreparti;20,20513;4820;988;197
03;Oslo;0301;Oslo;1004;Tiurleiken skole;RØDT;Rødt;12,30769;4820;988;120
03;Oslo;0301;Oslo;1004;Tiurleiken skole;SP;Senterpartiet;2,15385;4820;988;21
03;Oslo;0301;Oslo;1004;Tiurleiken skole;KRF;Kristelig Folkeparti;3,48718;4820;988;34
03;Oslo;0301;Oslo;1004;Tiurleiken skole;MDG;Miljøpartiet De Grønne;4,41026;4820;988;43
03;Oslo;0301;Oslo;1004;Tiurleiken skole;V;Venstre;1,84615;4820;988;18
03;Oslo;0301;Oslo;1004;Tiurleiken skole;H;Høyre;5,12821;4820;988;50
03;Oslo;0301;Oslo;1004;Tiurleiken skole;FRP;Fremskrittspartiet;11,89744;4820;988;116
03;Oslo;0301;Oslo;1004;Tiurleiken skole;DEMN;Norgesdemokratene;1,02564;4820;988;10
03;Oslo;0301;Oslo;1004;Tiurleiken skole;DNI;Partiet DNI;0,0;4820;988;0
03;Oslo;0301;Oslo;1004;Tiurleiken skole;ENSOM;Ensomhetspartiet;0,51282;4820;988;5
03;Oslo;0301;Oslo;1004;Tiurleiken skole;FRED;Fred og Rettferdighet (FOR);0,92308;4820;988;9
03;Oslo;0301;Oslo;1004;Tiurleiken skole;GENP;Generasjonspartiet;0,61538;4820;988;6
03;Oslo;0301;Oslo;1004;Tiurleiken skole;HELSE;Velferd og Innovasjonspartiet;0,10256;4820;988;1
03;Oslo;0301;Oslo;1004;Tiurleiken skole;INP;Industri- og Næringspartiet;0,30769;4820;988;3
03;Oslo;0301;Oslo;1004;Tiurleiken skole;KRISTNE;Konservativt;0,51282;4820;988;5
03;Oslo;0301;Oslo;1004;Tiurleiken skole;PP;Pensjonistpartiet;1,4359;4820;988;14
03;Oslo;0301;Oslo;1004;Tiurleiken skole;PS;Partiet Sentrum;0,71795;4820;988;7
03;Oslo;0301;Oslo;1004;Tiurleiken skole;RUS;Redd Ullevål sykehus;0,20513;4820;988;2
03;Oslo;0301;Oslo;1004;Tiurleiken skole;Andre;Andre;6,35897;4820;988;62
03;Oslo;0301;Oslo;1004;Tiurleiken skole;Andre2;Andre2;0,0;4820;988;0
03;Oslo;0301;Oslo;1101;Vestli skole;A;Arbeiderpartiet;34,83023;4597;917;318
03;Oslo;0301;Oslo;1101;Vestli skole;SV;SV - Sosialistisk Venstreparti;25,52026;4597;917;233
03;Oslo;0301;Oslo;1101;Vestli skole;RØDT;Rødt;10,73384;4597;917;98
03;Oslo;0301;Oslo;1101;Vestli skole;SP;Senterpartiet;1,09529;4597;917;10
03;Oslo;0301;Oslo;1101;Vestli skole;KRF;Kristelig Folkeparti;1,64294;4597;917;15
03;Oslo;0301;Oslo;1101;Vestli skole;MDG;Miljøpartiet De Grønne;2,30011;4597;917;21
03;Oslo;0301;Oslo;1101;Vestli skole;V;Venstre;1,64294;4597;917;15
03;Oslo;0301;Oslo;1101;Vestli skole;H;Høyre;7,99562;4597;917;73
03;Oslo;0301;Oslo;1101;Vestli skole;FRP;Fremskrittspartiet;8,87185;4597;917;81
03;Oslo;0301;Oslo;1101;Vestli skole;DEMN;Norgesdemokratene;0,87623;4597;917;8
03;Oslo;0301;Oslo;1101;Vestli skole;DNI;Partiet DNI;0,0;4597;917;0
03;Oslo;0301;Oslo;1101;Vestli skole;ENSOM;Ensomhetspartiet;0,21906;4597;917;2
03;Oslo;0301;Oslo;1101;Vestli skole;FRED;Fred og Rettferdighet (FOR);0,54765;4597;917;5
03;Oslo;0301;Oslo;1101;Vestli skole;GENP;Generasjonspartiet;0,21906;4597;917;2
03;Oslo;0301;Oslo;1101;Vestli skole;HELSE;Velferd og Innovasjonspartiet;0,0;4597;917;0
03;Oslo;0301;Oslo;1101;Vestli skole;INP;Industri- og Næringspartiet;0,32859;4597;917;3
03;Oslo;0301;Oslo;1101;Vestli skole;KRISTNE;Konservativt;0,21906;4597;917;2
03;Oslo;0301;Oslo;1101;Vestli skole;PP;Pensjonistpartiet;0,87623;4597;917;8
03;Oslo;0301;Oslo;1101;Vestli skole;PS;Partiet Sentrum;1,53341;4597;917;14
03;Oslo;0301;Oslo;1101;Vestli skole;RUS;Redd Ullevål sykehus;0,54765;4597;917;5
03;Oslo;0301;Oslo;1101;Vestli skole;Andre;Andre;5,36692;4597;917;49
03;Oslo;0301;Oslo;1101;Vestli skole;Andre2;Andre2;0,0;4597;917;0
03;Oslo;0301;Oslo;1102;Stovner videregående skole;A;Arbeiderpartiet;33,79868;3765;1377;460
03;Oslo;0301;Oslo;1102;Stovner videregående skole;SV;SV - Sosialistisk Venstreparti;28,0676;3765;1377;382
03;Oslo;0301;Oslo;1102;Stovner videregående skole;RØDT;Rødt;10,21308;3765;1377;139
03;Oslo;0301;Oslo;1102;Stovner videregående skole;SP;Senterpartiet;1,10213;3765;1377;15
03;Oslo;0301;Oslo;1102;Stovner videregående skole;KRF;Kristelig Folkeparti;1,46951;3765;1377;20
03;Oslo;0301;Oslo;1102;Stovner videregående skole;MDG;Miljøpartiet De Grønne;2,71859;3765;1377;37
03;Oslo;0301;Oslo;1102;Stovner videregående skole;V;Venstre;2,42469;3765;1377;33
03;Oslo;0301;Oslo;1102;Stovner videregående skole;H;Høyre;5,6576;3765;1377;77
03;Oslo;0301;Oslo;1102;Stovner videregående skole;FRP;Fremskrittspartiet;6,75974;3765;1377;92
03;Oslo;0301;Oslo;1102;Stovner videregående skole;DEMN;Norgesdemokratene;0,5878;3765;1377;8
03;Oslo;0301;Oslo;1102;Stovner videregående skole;DNI;Partiet DNI;0,0;3765;1377;0
03;Oslo;0301;Oslo;1102;Stovner videregående skole;ENSOM;Ensomhetspartiet;0,22043;3765;1377;3
03;Oslo;0301;Oslo;1102;Stovner videregående skole;FRED;Fred og Rettferdighet (FOR);0,95518;3765;1377;13
